filename,psnr,ssim
000397.npy,25.27947235107422,0.37129461765289307
000398.npy,22.301719665527344,0.2583919167518616
000399.npy,21.297971725463867,0.2303982377052307
000400.npy,33.487552642822266,0.9579789042472839
000401.npy,31.14057159423828,0.8167753219604492
000402.npy,29.26940155029297,0.8404583930969238
000403.npy,29.568641662597656,0.8477234244346619
000404.npy,23.915977478027344,0.6358094215393066
000405.npy,16.58523941040039,0.3492903709411621
000406.npy,16.92293357849121,0.3471090793609619
000407.npy,15.748031616210938,0.34904295206069946
000408.npy,29.76515769958496,0.8694549202919006
000409.npy,34.29865264892578,0.8773526549339294
000410.npy,34.6682014465332,0.8789373636245728
000411.npy,34.790611267089844,0.8806676268577576
000412.npy,31.655315399169922,0.7703250050544739
000413.npy,21.194631576538086,0.5682531595230103
000414.npy,21.740386962890625,0.5734035968780518
000415.npy,21.901948928833008,0.5676590204238892
000416.npy,30.91910171508789,0.895961582660675
000417.npy,28.89970588684082,0.5257497429847717
000418.npy,28.613643646240234,0.531366229057312
000419.npy,28.675640106201172,0.5282061100006104
000420.npy,30.78838539123535,0.8285267353057861
000421.npy,30.81000518798828,0.7237489223480225
000422.npy,30.49224853515625,0.7204117178916931
000423.npy,30.628456115722656,0.7189939022064209
000424.npy,30.362594604492188,0.8372865915298462
000425.npy,33.60560989379883,0.8893333673477173
000426.npy,30.949668884277344,0.8477065563201904
000427.npy,33.097618103027344,0.8705090284347534
000428.npy,28.513944625854492,0.8829555511474609
000429.npy,23.071731567382812,0.8494409322738647
000430.npy,22.107189178466797,0.8211427927017212
000431.npy,22.832569122314453,0.8339251279830933
000432.npy,30.98345947265625,0.8575257062911987
000433.npy,29.84205436706543,0.7252839803695679
000434.npy,30.805328369140625,0.7608699202537537
000435.npy,31.26011085510254,0.7811484932899475
000436.npy,34.21855163574219,0.9260603189468384
000437.npy,32.2269287109375,0.8930169343948364
000438.npy,32.10060501098633,0.8884199261665344
000439.npy,33.400657653808594,0.904488205909729
000440.npy,28.64565086364746,0.8314945101737976
000441.npy,30.714191436767578,0.8883039951324463
000442.npy,31.894742965698242,0.8898375630378723
000443.npy,31.050064086914062,0.8784303069114685
000444.npy,28.27560806274414,0.8217294216156006
000445.npy,29.64126205444336,0.8232369422912598
000446.npy,29.414173126220703,0.8084406852722168
000447.npy,30.338743209838867,0.8266201615333557
000448.npy,25.906490325927734,0.4146857261657715
000449.npy,32.462913513183594,0.8660696148872375
000450.npy,31.865293502807617,0.8459271788597107
000451.npy,31.942739486694336,0.8473281264305115
000452.npy,34.10821533203125,0.9498738050460815
000453.npy,24.263408660888672,0.46819043159484863
000454.npy,24.145187377929688,0.4689856767654419
000455.npy,24.265647888183594,0.4673457145690918
000456.npy,25.09758186340332,0.5959181785583496
000457.npy,24.757587432861328,0.6716859340667725
000458.npy,24.99528694152832,0.6800307631492615
000459.npy,25.034759521484375,0.6817294359207153
000460.npy,27.13688087463379,0.7892317771911621
000461.npy,36.418617248535156,0.965370774269104
000462.npy,35.484832763671875,0.9623875021934509
000463.npy,35.95258712768555,0.9663097262382507
000464.npy,26.261184692382812,0.74028080701828
000465.npy,27.398189544677734,0.41091111302375793
000466.npy,27.096256256103516,0.39460843801498413
000467.npy,26.843048095703125,0.3907333016395569
000468.npy,20.87265396118164,0.6102597713470459
000469.npy,23.356430053710938,0.6536370515823364
000470.npy,23.7288761138916,0.6644291877746582
000471.npy,23.72241973876953,0.6694716215133667
000472.npy,28.563119888305664,0.9180420637130737
000473.npy,32.4984016418457,0.9193770885467529
000474.npy,31.849628448486328,0.9251384735107422
000475.npy,33.54050064086914,0.952613890171051
000476.npy,28.556114196777344,0.8958724737167358
000477.npy,25.08639144897461,0.394784539937973
000478.npy,25.304950714111328,0.3979648947715759
000479.npy,24.811479568481445,0.39829424023628235
000480.npy,24.34861183166504,0.7667750120162964
000481.npy,31.13506317138672,0.8124940395355225
000482.npy,30.7882022857666,0.8062649965286255
000483.npy,30.906658172607422,0.8101100921630859
000484.npy,24.061182022094727,0.6649885773658752
000485.npy,34.261573791503906,0.8612575531005859
000486.npy,36.467002868652344,0.8995662331581116
000487.npy,36.20818328857422,0.8975460529327393
000488.npy,27.898099899291992,0.8333846926689148
000489.npy,26.828651428222656,0.8181517124176025
000490.npy,25.722976684570312,0.7980371117591858
000491.npy,26.305328369140625,0.808942973613739
000492.npy,25.57459831237793,0.8357735872268677
000493.npy,26.21865463256836,0.39715275168418884
000494.npy,24.228422164916992,0.3065486550331116
000495.npy,24.415998458862305,0.30253148078918457
000496.npy,19.0339412689209,0.7506906986236572
000497.npy,24.65640640258789,0.7083669304847717
000498.npy,24.307214736938477,0.7141883969306946
000499.npy,24.287317276000977,0.6827490925788879
000500.npy,25.976564407348633,0.6448681354522705
